grantedModule,grantedAction,checkedModule,checkedAction,expectedAllowed,actualStatus,matchesExpectation,knownIssue
settings,view,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
settings,view,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
settings,view,returns,view,false,403,true,""
settings,view,returns,create,false,403,true,""
settings,view,returns,approve,false,403,true,""
settings,view,users,view,false,403,true,""
settings,view,users,create,false,403,true,""
settings,view,users,edit,false,403,true,""
settings,view,users,delete,false,403,true,""
settings,view,billing,view,false,403,true,""
settings,view,billing,create,false,403,true,""
settings,view,billing,edit,false,403,true,""
settings,view,stock_transfers,view,false,200,false,"no permission check on GET at all"
settings,view,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
vendor_orders,view,dashboard,view,false,403,true,""
vendor_orders,view,dashboard,export,false,403,true,""
vendor_orders,view,catalog,view,false,403,true,""
vendor_orders,view,catalog,create,false,403,true,""
vendor_orders,view,catalog,edit,false,403,true,""
vendor_orders,view,catalog,delete,false,403,true,""
vendor_orders,view,inventory,view,false,403,true,""
vendor_orders,view,inventory,create,false,403,true,""
vendor_orders,view,inventory,edit,false,403,true,""
vendor_orders,view,procurement,view,false,403,true,""
vendor_orders,view,procurement,create,false,403,true,""
vendor_orders,view,procurement,edit,false,403,true,""
vendor_orders,view,procurement,delete,false,403,true,""
vendor_orders,view,procurement,approve,false,403,true,""
vendor_orders,view,production,view,false,403,true,""
vendor_orders,view,production,create,false,403,true,""
vendor_orders,view,production,edit,false,403,true,""
vendor_orders,view,production,delete,false,403,true,""
vendor_orders,view,shift_log,view,false,403,true,""
vendor_orders,view,shift_log,create,false,403,true,""
vendor_orders,view,shift_log,delete,false,403,true,""
vendor_orders,view,sales,view,false,403,true,""
vendor_orders,view,sales,create,false,403,true,""
vendor_orders,view,sales,edit,false,403,true,""
vendor_orders,view,sales,delete,false,403,true,""
vendor_orders,view,sales,approve,false,403,true,""
vendor_orders,view,sales,export,false,403,true,""
vendor_orders,view,parties,view,false,403,true,""
vendor_orders,view,parties,create,false,403,true,""
vendor_orders,view,parties,edit,false,403,true,""
vendor_orders,view,parties,delete,false,403,true,""
vendor_orders,view,expenses,view,false,403,true,""
vendor_orders,view,expenses,create,false,403,true,""
vendor_orders,view,expenses,edit,false,403,true,""
vendor_orders,view,expenses,delete,false,403,true,""
vendor_orders,view,locations,view,false,403,true,""
vendor_orders,view,locations,create,false,403,true,""
vendor_orders,view,locations,edit,false,403,true,""
vendor_orders,view,locations,delete,false,403,true,""
vendor_orders,view,reports,view,false,403,true,""
vendor_orders,view,settings,view,false,403,true,""
vendor_orders,view,vendor_orders,view,true,403,false,"internal roles; only checked on vendor portal"
vendor_orders,view,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
vendor_orders,view,returns,view,false,403,true,""
vendor_orders,view,returns,create,false,403,true,""
vendor_orders,view,returns,approve,false,403,true,""
vendor_orders,view,users,view,false,403,true,""
vendor_orders,view,users,create,false,403,true,""
vendor_orders,view,users,edit,false,403,true,""
vendor_orders,view,users,delete,false,403,true,""
vendor_orders,view,billing,view,false,403,true,""
vendor_orders,view,billing,create,false,403,true,""
vendor_orders,view,billing,edit,false,403,true,""
vendor_orders,view,stock_transfers,view,false,200,false,"no permission check on GET at all"
vendor_orders,view,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
customer_orders,view,dashboard,view,false,403,true,""
customer_orders,view,dashboard,export,false,403,true,""
customer_orders,view,catalog,view,false,403,true,""
customer_orders,view,catalog,create,false,403,true,""
customer_orders,view,catalog,edit,false,403,true,""
customer_orders,view,catalog,delete,false,403,true,""
customer_orders,view,inventory,view,false,403,true,""
customer_orders,view,inventory,create,false,403,true,""
customer_orders,view,inventory,edit,false,403,true,""
customer_orders,view,procurement,view,false,403,true,""
customer_orders,view,procurement,create,false,403,true,""
customer_orders,view,procurement,edit,false,403,true,""
customer_orders,view,procurement,delete,false,403,true,""
customer_orders,view,procurement,approve,false,403,true,""
customer_orders,view,production,view,false,403,true,""
customer_orders,view,production,create,false,403,true,""
customer_orders,view,production,edit,false,403,true,""
customer_orders,view,production,delete,false,403,true,""
customer_orders,view,shift_log,view,false,403,true,""
customer_orders,view,shift_log,create,false,403,true,""
customer_orders,view,shift_log,delete,false,403,true,""
customer_orders,view,sales,view,false,403,true,""
customer_orders,view,sales,create,false,403,true,""
customer_orders,view,sales,edit,false,403,true,""
customer_orders,view,sales,delete,false,403,true,""
customer_orders,view,sales,approve,false,403,true,""
customer_orders,view,sales,export,false,403,true,""
customer_orders,view,parties,view,false,403,true,""
customer_orders,view,parties,create,false,403,true,""
customer_orders,view,parties,edit,false,403,true,""
customer_orders,view,parties,delete,false,403,true,""
customer_orders,view,expenses,view,false,403,true,""
customer_orders,view,expenses,create,false,403,true,""
customer_orders,view,expenses,edit,false,403,true,""
customer_orders,view,expenses,delete,false,403,true,""
customer_orders,view,locations,view,false,403,true,""
customer_orders,view,locations,create,false,403,true,""
customer_orders,view,locations,edit,false,403,true,""
customer_orders,view,locations,delete,false,403,true,""
customer_orders,view,reports,view,false,403,true,""
customer_orders,view,settings,view,false,403,true,""
customer_orders,view,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
customer_orders,view,customer_orders,view,true,403,false,"internal roles; only checked on customer portal"
customer_orders,view,returns,view,false,403,true,""
customer_orders,view,returns,create,false,403,true,""
customer_orders,view,returns,approve,false,403,true,""
customer_orders,view,users,view,false,403,true,""
customer_orders,view,users,create,false,403,true,""
customer_orders,view,users,edit,false,403,true,""
customer_orders,view,users,delete,false,403,true,""
customer_orders,view,billing,view,false,403,true,""
customer_orders,view,billing,create,false,403,true,""
customer_orders,view,billing,edit,false,403,true,""
customer_orders,view,stock_transfers,view,false,200,false,"no permission check on GET at all"
customer_orders,view,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
returns,view,dashboard,view,false,403,true,""
returns,view,dashboard,export,false,403,true,""
returns,view,catalog,view,false,403,true,""
returns,view,catalog,create,false,403,true,""
returns,view,catalog,edit,false,403,true,""
returns,view,catalog,delete,false,403,true,""
returns,view,inventory,view,false,403,true,""
returns,view,inventory,create,false,403,true,""
returns,view,inventory,edit,false,403,true,""
returns,view,procurement,view,false,403,true,""
returns,view,procurement,create,false,403,true,""
returns,view,procurement,edit,false,403,true,""
returns,view,procurement,delete,false,403,true,""
returns,view,procurement,approve,false,403,true,""
returns,view,production,view,false,403,true,""
returns,view,production,create,false,403,true,""
returns,view,production,edit,false,403,true,""
returns,view,production,delete,false,403,true,""
returns,view,shift_log,view,false,403,true,""
returns,view,shift_log,create,false,403,true,""
returns,view,shift_log,delete,false,403,true,""
returns,view,sales,view,false,403,true,""
returns,view,sales,create,false,403,true,""
returns,view,sales,edit,false,403,true,""
returns,view,sales,delete,false,403,true,""
returns,view,sales,approve,false,403,true,""
returns,view,sales,export,false,403,true,""
returns,view,parties,view,false,403,true,""
returns,view,parties,create,false,403,true,""
returns,view,parties,edit,false,403,true,""
returns,view,parties,delete,false,403,true,""
returns,view,expenses,view,false,403,true,""
returns,view,expenses,create,false,403,true,""
returns,view,expenses,edit,false,403,true,""
returns,view,expenses,delete,false,403,true,""
returns,view,locations,view,false,403,true,""
returns,view,locations,create,false,403,true,""
returns,view,locations,edit,false,403,true,""
returns,view,locations,delete,false,403,true,""
returns,view,reports,view,false,403,true,""
returns,view,settings,view,false,403,true,""
returns,view,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
returns,view,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
returns,view,returns,view,true,200,true,""
returns,view,returns,create,false,403,true,""
returns,view,returns,approve,false,403,true,""
returns,view,users,view,false,403,true,""
returns,view,users,create,false,403,true,""
returns,view,users,edit,false,403,true,""
returns,view,users,delete,false,403,true,""
returns,view,billing,view,false,403,true,""
returns,view,billing,create,false,403,true,""
returns,view,billing,edit,false,403,true,""
returns,view,stock_transfers,view,false,200,false,"no permission check on GET at all"
returns,view,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
returns,create,dashboard,view,false,403,true,""
returns,create,dashboard,export,false,403,true,""
returns,create,catalog,view,false,403,true,""
returns,create,catalog,create,false,403,true,""
returns,create,catalog,edit,false,403,true,""
returns,create,catalog,delete,false,403,true,""
returns,create,inventory,view,false,403,true,""
returns,create,inventory,create,false,403,true,""
returns,create,inventory,edit,false,403,true,""
returns,create,procurement,view,false,403,true,""
returns,create,procurement,create,false,403,true,""
returns,create,procurement,edit,false,403,true,""
returns,create,procurement,delete,false,403,true,""
returns,create,procurement,approve,false,403,true,""
returns,create,production,view,false,403,true,""
returns,create,production,create,false,403,true,""
returns,create,production,edit,false,403,true,""
returns,create,production,delete,false,403,true,""
returns,create,shift_log,view,false,403,true,""
returns,create,shift_log,create,false,403,true,""
returns,create,shift_log,delete,false,403,true,""
returns,create,sales,view,false,403,true,""
returns,create,sales,create,false,403,true,""
returns,create,sales,edit,false,403,true,""
returns,create,sales,delete,false,403,true,""
returns,create,sales,approve,false,403,true,""
returns,create,sales,export,false,403,true,""
returns,create,parties,view,false,403,true,""
returns,create,parties,create,false,403,true,""
returns,create,parties,edit,false,403,true,""
returns,create,parties,delete,false,403,true,""
returns,create,expenses,view,false,403,true,""
returns,create,expenses,create,false,403,true,""
returns,create,expenses,edit,false,403,true,""
returns,create,expenses,delete,false,403,true,""
returns,create,locations,view,false,403,true,""
returns,create,locations,create,false,403,true,""
returns,create,locations,edit,false,403,true,""
returns,create,locations,delete,false,403,true,""
returns,create,reports,view,false,403,true,""
returns,create,settings,view,false,403,true,""
returns,create,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
returns,create,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
returns,create,returns,view,false,403,true,""
returns,create,returns,create,true,400,true,""
returns,create,returns,approve,false,403,true,""
returns,create,users,view,false,403,true,""
returns,create,users,create,false,403,true,""
returns,create,users,edit,false,403,true,""
returns,create,users,delete,false,403,true,""
returns,create,billing,view,false,403,true,""
returns,create,billing,create,false,403,true,""
returns,create,billing,edit,false,403,true,""
returns,create,stock_transfers,view,false,200,false,"no permission check on GET at all"
returns,create,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
returns,approve,dashboard,view,false,403,true,""
returns,approve,dashboard,export,false,403,true,""
returns,approve,catalog,view,false,403,true,""
returns,approve,catalog,create,false,403,true,""
returns,approve,catalog,edit,false,403,true,""
returns,approve,catalog,delete,false,403,true,""
returns,approve,inventory,view,false,403,true,""
returns,approve,inventory,create,false,403,true,""
returns,approve,inventory,edit,false,403,true,""
returns,approve,procurement,view,false,403,true,""
returns,approve,procurement,create,false,403,true,""
returns,approve,procurement,edit,false,403,true,""
returns,approve,procurement,delete,false,403,true,""
returns,approve,procurement,approve,false,403,true,""
returns,approve,production,view,false,403,true,""
returns,approve,production,create,false,403,true,""
returns,approve,production,edit,false,403,true,""
returns,approve,production,delete,false,403,true,""
returns,approve,shift_log,view,false,403,true,""
returns,approve,shift_log,create,false,403,true,""
returns,approve,shift_log,delete,false,403,true,""
returns,approve,sales,view,false,403,true,""
returns,approve,sales,create,false,403,true,""
returns,approve,sales,edit,false,403,true,""
returns,approve,sales,delete,false,403,true,""
returns,approve,sales,approve,false,403,true,""
returns,approve,sales,export,false,403,true,""
returns,approve,parties,view,false,403,true,""
returns,approve,parties,create,false,403,true,""
returns,approve,parties,edit,false,403,true,""
returns,approve,parties,delete,false,403,true,""
returns,approve,expenses,view,false,403,true,""
returns,approve,expenses,create,false,403,true,""
returns,approve,expenses,edit,false,403,true,""
returns,approve,expenses,delete,false,403,true,""
returns,approve,locations,view,false,403,true,""
returns,approve,locations,create,false,403,true,""
returns,approve,locations,edit,false,403,true,""
returns,approve,locations,delete,false,403,true,""
returns,approve,reports,view,false,403,true,""
returns,approve,settings,view,false,403,true,""
returns,approve,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
returns,approve,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
returns,approve,returns,view,false,403,true,""
returns,approve,returns,create,false,403,true,""
returns,approve,returns,approve,true,404,true,""
returns,approve,users,view,false,403,true,""
returns,approve,users,create,false,403,true,""
returns,approve,users,edit,false,403,true,""
returns,approve,users,delete,false,403,true,""
returns,approve,billing,view,false,403,true,""
returns,approve,billing,create,false,403,true,""
returns,approve,billing,edit,false,403,true,""
returns,approve,stock_transfers,view,false,200,false,"no permission check on GET at all"
returns,approve,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
users,view,dashboard,view,false,403,true,""
users,view,dashboard,export,false,403,true,""
users,view,catalog,view,false,403,true,""
users,view,catalog,create,false,403,true,""
users,view,catalog,edit,false,403,true,""
users,view,catalog,delete,false,403,true,""
users,view,inventory,view,false,403,true,""
users,view,inventory,create,false,403,true,""
users,view,inventory,edit,false,403,true,""
users,view,procurement,view,false,403,true,""
users,view,procurement,create,false,403,true,""
users,view,procurement,edit,false,403,true,""
users,view,procurement,delete,false,403,true,""
users,view,procurement,approve,false,403,true,""
users,view,production,view,false,403,true,""
users,view,production,create,false,403,true,""
users,view,production,edit,false,403,true,""
users,view,production,delete,false,403,true,""
users,view,shift_log,view,false,403,true,""
users,view,shift_log,create,false,403,true,""
users,view,shift_log,delete,false,403,true,""
users,view,sales,view,false,403,true,""
users,view,sales,create,false,403,true,""
users,view,sales,edit,false,403,true,""
users,view,sales,delete,false,403,true,""
users,view,sales,approve,false,403,true,""
users,view,sales,export,false,403,true,""
users,view,parties,view,false,403,true,""
users,view,parties,create,false,403,true,""
users,view,parties,edit,false,403,true,""
users,view,parties,delete,false,403,true,""
users,view,expenses,view,false,403,true,""
users,view,expenses,create,false,403,true,""
users,view,expenses,edit,false,403,true,""
users,view,expenses,delete,false,403,true,""
users,view,locations,view,false,403,true,""
users,view,locations,create,false,403,true,""
users,view,locations,edit,false,403,true,""
users,view,locations,delete,false,403,true,""
users,view,reports,view,false,403,true,""
users,view,settings,view,false,403,true,""
users,view,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
users,view,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
users,view,returns,view,false,403,true,""
users,view,returns,create,false,403,true,""
users,view,returns,approve,false,403,true,""
users,view,users,view,true,200,true,""
users,view,users,create,false,403,true,""
users,view,users,edit,false,403,true,""
users,view,users,delete,false,403,true,""
users,view,billing,view,false,403,true,""
users,view,billing,create,false,403,true,""
users,view,billing,edit,false,403,true,""
users,view,stock_transfers,view,false,200,false,"no permission check on GET at all"
users,view,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
users,create,dashboard,view,false,403,true,""
users,create,dashboard,export,false,403,true,""
users,create,catalog,view,false,403,true,""
users,create,catalog,create,false,403,true,""
users,create,catalog,edit,false,403,true,""
users,create,catalog,delete,false,403,true,""
users,create,inventory,view,false,403,true,""
users,create,inventory,create,false,403,true,""
users,create,inventory,edit,false,403,true,""
users,create,procurement,view,false,403,true,""
users,create,procurement,create,false,403,true,""
users,create,procurement,edit,false,403,true,""
users,create,procurement,delete,false,403,true,""
users,create,procurement,approve,false,403,true,""
users,create,production,view,false,403,true,""
users,create,production,create,false,403,true,""
users,create,production,edit,false,403,true,""
users,create,production,delete,false,403,true,""
users,create,shift_log,view,false,403,true,""
users,create,shift_log,create,false,403,true,""
users,create,shift_log,delete,false,403,true,""
users,create,sales,view,false,403,true,""
users,create,sales,create,false,403,true,""
users,create,sales,edit,false,403,true,""
users,create,sales,delete,false,403,true,""
users,create,sales,approve,false,403,true,""
users,create,sales,export,false,403,true,""
users,create,parties,view,false,403,true,""
users,create,parties,create,false,403,true,""
users,create,parties,edit,false,403,true,""
users,create,parties,delete,false,403,true,""
users,create,expenses,view,false,403,true,""
users,create,expenses,create,false,403,true,""
users,create,expenses,edit,false,403,true,""
users,create,expenses,delete,false,403,true,""
users,create,locations,view,false,403,true,""
users,create,locations,create,false,403,true,""
users,create,locations,edit,false,403,true,""
users,create,locations,delete,false,403,true,""
users,create,reports,view,false,403,true,""
users,create,settings,view,false,403,true,""
users,create,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
users,create,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
users,create,returns,view,false,403,true,""
users,create,returns,create,false,403,true,""
users,create,returns,approve,false,403,true,""
users,create,users,view,false,403,true,""
users,create,users,create,true,400,true,""
users,create,users,edit,false,403,true,""
users,create,users,delete,false,403,true,""
users,create,billing,view,false,403,true,""
users,create,billing,create,false,403,true,""
users,create,billing,edit,false,403,true,""
users,create,stock_transfers,view,false,200,false,"no permission check on GET at all"
users,create,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
users,edit,dashboard,view,false,403,true,""
users,edit,dashboard,export,false,403,true,""
users,edit,catalog,view,false,403,true,""
users,edit,catalog,create,false,403,true,""
users,edit,catalog,edit,false,403,true,""
users,edit,catalog,delete,false,403,true,""
users,edit,inventory,view,false,403,true,""
users,edit,inventory,create,false,403,true,""
users,edit,inventory,edit,false,403,true,""
users,edit,procurement,view,false,403,true,""
users,edit,procurement,create,false,403,true,""
users,edit,procurement,edit,false,403,true,""
users,edit,procurement,delete,false,403,true,""
users,edit,procurement,approve,false,403,true,""
users,edit,production,view,false,403,true,""
users,edit,production,create,false,403,true,""
users,edit,production,edit,false,403,true,""
users,edit,production,delete,false,403,true,""
users,edit,shift_log,view,false,403,true,""
users,edit,shift_log,create,false,403,true,""
users,edit,shift_log,delete,false,403,true,""
users,edit,sales,view,false,403,true,""
users,edit,sales,create,false,403,true,""
users,edit,sales,edit,false,403,true,""
users,edit,sales,delete,false,403,true,""
users,edit,sales,approve,false,403,true,""
users,edit,sales,export,false,403,true,""
users,edit,parties,view,false,403,true,""
users,edit,parties,create,false,403,true,""
users,edit,parties,edit,false,403,true,""
users,edit,parties,delete,false,403,true,""
users,edit,expenses,view,false,403,true,""
users,edit,expenses,create,false,403,true,""
users,edit,expenses,edit,false,403,true,""
users,edit,expenses,delete,false,403,true,""
users,edit,locations,view,false,403,true,""
users,edit,locations,create,false,403,true,""
users,edit,locations,edit,false,403,true,""
users,edit,locations,delete,false,403,true,""
users,edit,reports,view,false,403,true,""
users,edit,settings,view,false,403,true,""
users,edit,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
users,edit,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
users,edit,returns,view,false,403,true,""
users,edit,returns,create,false,403,true,""
users,edit,returns,approve,false,403,true,""
users,edit,users,view,false,403,true,""
users,edit,users,create,false,403,true,""
users,edit,users,edit,true,404,true,""
users,edit,users,delete,false,403,true,""
users,edit,billing,view,false,403,true,""
users,edit,billing,create,false,403,true,""
users,edit,billing,edit,false,403,true,""
users,edit,stock_transfers,view,false,200,false,"no permission check on GET at all"
users,edit,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
users,delete,dashboard,view,false,403,true,""
users,delete,dashboard,export,false,403,true,""
users,delete,catalog,view,false,403,true,""
users,delete,catalog,create,false,403,true,""
users,delete,catalog,edit,false,403,true,""
users,delete,catalog,delete,false,403,true,""
users,delete,inventory,view,false,403,true,""
users,delete,inventory,create,false,403,true,""
users,delete,inventory,edit,false,403,true,""
users,delete,procurement,view,false,403,true,""
users,delete,procurement,create,false,403,true,""
users,delete,procurement,edit,false,403,true,""
users,delete,procurement,delete,false,403,true,""
users,delete,procurement,approve,false,403,true,""
users,delete,production,view,false,403,true,""
users,delete,production,create,false,403,true,""
users,delete,production,edit,false,403,true,""
users,delete,production,delete,false,403,true,""
users,delete,shift_log,view,false,403,true,""
users,delete,shift_log,create,false,403,true,""
users,delete,shift_log,delete,false,403,true,""
users,delete,sales,view,false,403,true,""
users,delete,sales,create,false,403,true,""
users,delete,sales,edit,false,403,true,""
users,delete,sales,delete,false,403,true,""
users,delete,sales,approve,false,403,true,""
users,delete,sales,export,false,403,true,""
users,delete,parties,view,false,403,true,""
users,delete,parties,create,false,403,true,""
users,delete,parties,edit,false,403,true,""
users,delete,parties,delete,false,403,true,""
users,delete,expenses,view,false,403,true,""
users,delete,expenses,create,false,403,true,""
users,delete,expenses,edit,false,403,true,""
users,delete,expenses,delete,false,403,true,""
users,delete,locations,view,false,403,true,""
users,delete,locations,create,false,403,true,""
users,delete,locations,edit,false,403,true,""
users,delete,locations,delete,false,403,true,""
users,delete,reports,view,false,403,true,""
users,delete,settings,view,false,403,true,""
users,delete,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
users,delete,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
users,delete,returns,view,false,403,true,""
users,delete,returns,create,false,403,true,""
users,delete,returns,approve,false,403,true,""
users,delete,users,view,false,403,true,""
users,delete,users,create,false,403,true,""
users,delete,users,edit,false,403,true,""
users,delete,users,delete,true,404,true,""
users,delete,billing,view,false,403,true,""
users,delete,billing,create,false,403,true,""
users,delete,billing,edit,false,403,true,""
users,delete,stock_transfers,view,false,200,false,"no permission check on GET at all"
users,delete,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
billing,view,dashboard,view,false,403,true,""
billing,view,dashboard,export,false,403,true,""
billing,view,catalog,view,false,403,true,""
billing,view,catalog,create,false,403,true,""
billing,view,catalog,edit,false,403,true,""
billing,view,catalog,delete,false,403,true,""
billing,view,inventory,view,false,403,true,""
billing,view,inventory,create,false,403,true,""
billing,view,inventory,edit,false,403,true,""
billing,view,procurement,view,false,403,true,""
billing,view,procurement,create,false,403,true,""
billing,view,procurement,edit,false,403,true,""
billing,view,procurement,delete,false,403,true,""
billing,view,procurement,approve,false,403,true,""
billing,view,production,view,false,403,true,""
billing,view,production,create,false,403,true,""
billing,view,production,edit,false,403,true,""
billing,view,production,delete,false,403,true,""
billing,view,shift_log,view,false,403,true,""
billing,view,shift_log,create,false,403,true,""
billing,view,shift_log,delete,false,403,true,""
billing,view,sales,view,false,403,true,""
billing,view,sales,create,false,403,true,""
billing,view,sales,edit,false,403,true,""
billing,view,sales,delete,false,403,true,""
billing,view,sales,approve,false,403,true,""
billing,view,sales,export,false,403,true,""
billing,view,parties,view,false,403,true,""
billing,view,parties,create,false,403,true,""
billing,view,parties,edit,false,403,true,""
billing,view,parties,delete,false,403,true,""
billing,view,expenses,view,false,403,true,""
billing,view,expenses,create,false,403,true,""
billing,view,expenses,edit,false,403,true,""
billing,view,expenses,delete,false,403,true,""
billing,view,locations,view,false,403,true,""
billing,view,locations,create,false,403,true,""
billing,view,locations,edit,false,403,true,""
billing,view,locations,delete,false,403,true,""
billing,view,reports,view,false,403,true,""
billing,view,settings,view,false,403,true,""
billing,view,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
billing,view,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
billing,view,returns,view,false,403,true,""
billing,view,returns,create,false,403,true,""
billing,view,returns,approve,false,403,true,""
billing,view,users,view,false,403,true,""
billing,view,users,create,false,403,true,""
billing,view,users,edit,false,403,true,""
billing,view,users,delete,false,403,true,""
billing,view,billing,view,true,200,true,""
billing,view,billing,create,false,403,true,""
billing,view,billing,edit,false,403,true,""
billing,view,stock_transfers,view,false,200,false,"no permission check on GET at all"
billing,view,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
billing,create,dashboard,view,false,403,true,""
billing,create,dashboard,export,false,403,true,""
billing,create,catalog,view,false,403,true,""
billing,create,catalog,create,false,403,true,""
billing,create,catalog,edit,false,403,true,""
billing,create,catalog,delete,false,403,true,""
billing,create,inventory,view,false,403,true,""
billing,create,inventory,create,false,403,true,""
billing,create,inventory,edit,false,403,true,""
billing,create,procurement,view,false,403,true,""
billing,create,procurement,create,false,403,true,""
billing,create,procurement,edit,false,403,true,""
billing,create,procurement,delete,false,403,true,""
billing,create,procurement,approve,false,403,true,""
billing,create,production,view,false,403,true,""
billing,create,production,create,false,403,true,""
billing,create,production,edit,false,403,true,""
billing,create,production,delete,false,403,true,""
billing,create,shift_log,view,false,403,true,""
billing,create,shift_log,create,false,403,true,""
billing,create,shift_log,delete,false,403,true,""
billing,create,sales,view,false,403,true,""
billing,create,sales,create,false,403,true,""
billing,create,sales,edit,false,403,true,""
billing,create,sales,delete,false,403,true,""
billing,create,sales,approve,false,403,true,""
billing,create,sales,export,false,403,true,""
billing,create,parties,view,false,403,true,""
billing,create,parties,create,false,403,true,""
billing,create,parties,edit,false,403,true,""
billing,create,parties,delete,false,403,true,""
billing,create,expenses,view,false,403,true,""
billing,create,expenses,create,false,403,true,""
billing,create,expenses,edit,false,403,true,""
billing,create,expenses,delete,false,403,true,""
billing,create,locations,view,false,403,true,""
billing,create,locations,create,false,403,true,""
billing,create,locations,edit,false,403,true,""
billing,create,locations,delete,false,403,true,""
billing,create,reports,view,false,403,true,""
billing,create,settings,view,false,403,true,""
billing,create,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
billing,create,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
billing,create,returns,view,false,403,true,""
billing,create,returns,create,false,403,true,""
billing,create,returns,approve,false,403,true,""
billing,create,users,view,false,403,true,""
billing,create,users,create,false,403,true,""
billing,create,users,edit,false,403,true,""
billing,create,users,delete,false,403,true,""
billing,create,billing,view,false,403,true,""
billing,create,billing,create,true,200,true,""
billing,create,billing,edit,false,403,true,""
billing,create,stock_transfers,view,false,200,false,"no permission check on GET at all"
billing,create,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
billing,edit,dashboard,view,false,403,true,""
billing,edit,dashboard,export,false,403,true,""
billing,edit,catalog,view,false,403,true,""
billing,edit,catalog,create,false,403,true,""
billing,edit,catalog,edit,false,403,true,""
billing,edit,catalog,delete,false,403,true,""
billing,edit,inventory,view,false,403,true,""
billing,edit,inventory,create,false,403,true,""
billing,edit,inventory,edit,false,403,true,""
billing,edit,procurement,view,false,403,true,""
billing,edit,procurement,create,false,403,true,""
billing,edit,procurement,edit,false,403,true,""
billing,edit,procurement,delete,false,403,true,""
billing,edit,procurement,approve,false,403,true,""
billing,edit,production,view,false,403,true,""
billing,edit,production,create,false,403,true,""
billing,edit,production,edit,false,403,true,""
billing,edit,production,delete,false,403,true,""
billing,edit,shift_log,view,false,403,true,""
billing,edit,shift_log,create,false,403,true,""
billing,edit,shift_log,delete,false,403,true,""
billing,edit,sales,view,false,403,true,""
billing,edit,sales,create,false,403,true,""
billing,edit,sales,edit,false,403,true,""
billing,edit,sales,delete,false,403,true,""
billing,edit,sales,approve,false,403,true,""
billing,edit,sales,export,false,403,true,""
billing,edit,parties,view,false,403,true,""
billing,edit,parties,create,false,403,true,""
billing,edit,parties,edit,false,403,true,""
billing,edit,parties,delete,false,403,true,""
billing,edit,expenses,view,false,403,true,""
billing,edit,expenses,create,false,403,true,""
billing,edit,expenses,edit,false,403,true,""
billing,edit,expenses,delete,false,403,true,""
billing,edit,locations,view,false,403,true,""
billing,edit,locations,create,false,403,true,""
billing,edit,locations,edit,false,403,true,""
billing,edit,locations,delete,false,403,true,""
billing,edit,reports,view,false,403,true,""
billing,edit,settings,view,false,403,true,""
billing,edit,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
billing,edit,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
billing,edit,returns,view,false,403,true,""
billing,edit,returns,create,false,403,true,""
billing,edit,returns,approve,false,403,true,""
billing,edit,users,view,false,403,true,""
billing,edit,users,create,false,403,true,""
billing,edit,users,edit,false,403,true,""
billing,edit,users,delete,false,403,true,""
billing,edit,billing,view,false,403,true,""
billing,edit,billing,create,false,403,true,""
billing,edit,billing,edit,true,200,true,""
billing,edit,stock_transfers,view,false,200,false,"no permission check on GET at all"
billing,edit,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
stock_transfers,view,dashboard,view,false,403,true,""
